body_type,sex,diet,shower_freq,heat_energy_source,transport,vehicle_type,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CarbonEmission
underweight,male,vegan,less frequently,wood,private,hybrid,sometimes,137,never,7460,small,6,8.022372668,11,5.615804145,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2042
normal,female,vegan,more frequently,wood,walk/bicycle,,never,157,rarely,15,small,1,16.81135547,50,21.92754578,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1221
underweight,male,vegetarian,less frequently,natural gas,private,diesel,never,174,very frequently,4686,extra large,2,21.19811823,47,9.629122625,No,"['Paper', 'Plastic', 'Glass']",['Microwave'],3473
normal,female,vegetarian,daily,electricity,walk/bicycle,,often,214,never,88,large,5,12.86879269,39,23.90671656,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1378
normal,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,214,very frequently,40,extra large,2,19.37915414,43,6.047503651,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2135
normal,male,pescatarian,more frequently,wood,walk/bicycle,,never,66,never,56,small,6,11.09787189,49,4.644646127,No,"['Paper', 'Glass']",['Oven'],1464
overweight,female,vegan,less frequently,coal,walk/bicycle,,sometimes,123,very frequently,14,extra large,6,14.95634563,2,12.46881425,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2816
normal,male,vegan,less frequently,wood,public,,sometimes,105,very frequently,108,medium,1,16.54236578,19,12.87135283,No,"['Paper', 'Plastic']",['Stove'],2210
obese,female,omnivore,less frequently,natural gas,private,electric,often,125,never,5168,small,3,19.7002609,40,3.648285705,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1552
normal,male,vegan,more frequently,coal,private,petrol,never,280,frequently,672,small,3,22.91744297,34,8.919285261,No,"['Paper', 'Plastic', 'Metal']",['Stove'],2406
obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,238,very frequently,94,extra large,3,3.932447328,21,1.069651628,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3004
obese,female,vegetarian,daily,wood,private,petrol,sometimes,270,rarely,3114,large,3,0.925814145,5,15.47603699,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2540
normal,female,vegetarian,twice a day,natural gas,private,lpg,never,80,rarely,7134,extra large,2,1.845339923,8,20.56828322,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2424
overweight,female,vegan,more frequently,coal,private,diesel,sometimes,276,rarely,8609,extra large,6,6.159717714,14,11.00273312,Yes,"['Paper', 'Plastic']",['Oven'],4000
normal,female,omnivore,less frequently,natural gas,public,,often,210,never,852,extra large,1,6.445532741,32,7.272726038,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1288
obese,male,vegetarian,less frequently,natural gas,public,,never,270,rarely,1673,medium,6,4.657327234,50,20.99106247,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2317
normal,female,vegetarian,more frequently,coal,public,,often,152,very frequently,1564,large,7,9.899641066,17,1.921140396,Yes,"['Plastic', 'Glass', 'Metal']",[],2730
normal,female,vegan,more frequently,wood,walk/bicycle,,often,247,rarely,74,small,7,23.36074276,17,2.971034843,Yes,['Glass'],['Stove'],1371
normal,female,omnivore,daily,natural gas,private,petrol,sometimes,145,rarely,2885,small,4,15.47096967,33,12.66526298,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2349
normal,male,vegan,twice a day,natural gas,private,petrol,never,260,rarely,8130,large,7,9.184322827,27,13.61305483,Sometimes,"['Plastic', 'Metal']",['Oven'],4536
overweight,female,vegetarian,twice a day,wood,public,,often,283,very frequently,228,extra large,3,0.017868315,40,18.26001513,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2987
normal,female,vegetarian,more frequently,wood,public,,sometimes,277,never,1162,medium,4,17.31916123,20,16.8837225,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1039
normal,male,pescatarian,less frequently,wood,public,,never,203,never,71,medium,2,22.44346361,24,13.48676795,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1036
obese,female,omnivore,twice a day,natural gas,private,diesel,never,213,frequently,6337,extra large,4,11.82449484,1,14.00940659,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3620
normal,male,vegan,more frequently,natural gas,public,,never,135,rarely,1649,small,4,13.87979055,21,22.48915904,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1009
underweight,female,omnivore,daily,natural gas,private,diesel,often,96,very frequently,6159,small,2,22.29360133,5,23.7631921,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2895
overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,162,never,9884,extra large,1,14.66994245,32,4.925972684,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4294
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,233,frequently,4060,extra large,7,9.907646904,46,8.091943212,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3429
underweight,female,omnivore,daily,natural gas,walk/bicycle,,sometimes,262,rarely,68,medium,7,6.598662827,13,4.588690334,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1334
overweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,176,very frequently,5,large,7,5.390909675,34,9.619142757,No,['Glass'],"['Grill', 'Airfryer']",3697
normal,female,pescatarian,twice a day,natural gas,public,,often,176,rarely,702,small,4,10.17838818,31,12.09944768,Sometimes,['Metal'],"['Oven', 'Microwave']",1494
underweight,male,vegan,less frequently,coal,walk/bicycle,,sometimes,147,very frequently,2,extra large,4,1.744628365,14,4.199144004,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2779
overweight,female,omnivore,less frequently,coal,walk/bicycle,,often,83,rarely,42,small,1,8.992124865,0,12.72239589,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",993
normal,female,omnivore,less frequently,coal,public,,never,205,never,274,extra large,5,17.47244086,32,17.41189538,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1944
normal,female,omnivore,less frequently,coal,public,,often,125,frequently,590,small,3,10.4174302,3,3.765693435,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1474
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,145,frequently,84,small,1,23.08251724,5,18.52866534,Yes,[],"['Oven', 'Microwave']",1880
normal,female,pescatarian,less frequently,coal,private,diesel,often,236,frequently,6908,large,3,7.323675209,8,12.71676458,Yes,[],"['Grill', 'Airfryer']",3535
underweight,female,omnivore,daily,wood,walk/bicycle,,often,101,rarely,52,medium,7,3.752954663,45,0.71298362,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1644
obese,female,vegetarian,more frequently,natural gas,private,lpg,never,77,frequently,121,extra large,2,20.20769078,0,10.51338304,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1268
obese,male,omnivore,less frequently,natural gas,walk/bicycle,,never,241,rarely,30,small,7,2.082715209,14,4.451802645,Sometimes,"['Paper', 'Metal']",[],1529
obese,male,vegan,twice a day,electricity,public,,never,124,rarely,1336,extra large,4,20.82545827,34,5.182637515,Yes,['Glass'],['Stove'],2076
obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,82,never,89,large,4,8.005532821,49,10.36548465,Sometimes,['Glass'],[],1850
normal,male,pescatarian,less frequently,natural gas,public,,never,262,never,1412,small,6,21.52287706,7,13.32615915,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1000
obese,male,vegetarian,twice a day,electricity,walk/bicycle,,never,254,never,4,small,3,20.53746484,34,21.97440704,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1485
overweight,female,pescatarian,more frequently,coal,public,,sometimes,76,rarely,1924,medium,1,20.8221109,19,4.949584883,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1139
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,207,never,64,large,2,11.53229061,13,6.001728518,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",682
overweight,male,vegan,daily,natural gas,private,electric,often,234,never,8659,large,1,1.861654033,10,0.030298476,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",926
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,93,rarely,82,small,1,23.3818019,8,14.05327336,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1037
normal,female,vegan,less frequently,electricity,walk/bicycle,,often,76,very frequently,31,small,4,8.105254616,0,10.7077022,No,"['Paper', 'Glass']",['Stove'],1467
normal,male,omnivore,more frequently,natural gas,private,electric,never,67,rarely,5230,medium,3,13.47392994,6,19.23184871,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",914
underweight,female,omnivore,twice a day,electricity,public,,never,101,frequently,450,extra large,4,12.75140815,35,23.52344857,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1741
underweight,male,vegetarian,more frequently,coal,public,,sometimes,73,very frequently,441,small,2,5.07048807,46,15.81322194,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2742
obese,female,vegetarian,twice a day,wood,private,lpg,never,280,rarely,6160,large,2,7.878282999,8,15.73786065,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2988
overweight,female,vegan,twice a day,coal,walk/bicycle,,often,85,frequently,35,medium,4,19.19244329,34,5.124011177,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2160
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,256,frequently,57,large,6,2.143530126,44,19.35959638,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3098
normal,male,vegetarian,daily,wood,walk/bicycle,,sometimes,193,very frequently,7,extra large,3,11.58505056,43,19.40221388,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2764
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,145,frequently,5469,medium,4,0.914753097,5,22.48627857,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2335
underweight,female,pescatarian,twice a day,wood,walk/bicycle,,sometimes,282,frequently,6,medium,3,12.21806359,23,22.23290931,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1462
obese,male,omnivore,daily,coal,public,,sometimes,133,frequently,21,small,3,1.270196073,31,20.06408543,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],2356
underweight,male,vegetarian,daily,coal,public,,sometimes,232,rarely,1127,medium,1,14.99689562,45,3.112651721,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1731
normal,female,omnivore,daily,coal,walk/bicycle,,never,129,never,7,medium,2,10.6839152,25,17.62870369,No,"['Paper', 'Glass']",[],1162
normal,female,vegetarian,more frequently,coal,private,electric,often,140,frequently,6028,extra large,3,20.6068583,12,11.7573205,No,['Metal'],[],1884
underweight,male,vegan,daily,wood,private,lpg,sometimes,155,rarely,1669,small,3,8.397181757,18,4.928223931,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1505
obese,male,pescatarian,less frequently,wood,public,,often,171,never,1972,small,6,2.05738565,0,13.15378288,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1252
normal,female,omnivore,less frequently,electricity,public,,sometimes,274,never,684,medium,6,7.290243717,22,18.41973701,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1360
overweight,male,omnivore,twice a day,coal,walk/bicycle,,sometimes,264,very frequently,13,large,4,19.81763956,42,5.044562509,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",3824
normal,male,vegan,daily,coal,private,lpg,often,98,very frequently,8061,small,7,23.02339126,18,7.395692373,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4580
normal,female,vegan,twice a day,coal,private,lpg,often,252,never,2544,extra large,7,17.6350631,50,4.356817871,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2833
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,256,rarely,46,extra large,1,12.22894103,35,10.90164521,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1131
normal,male,pescatarian,twice a day,electricity,public,,often,209,very frequently,62,small,1,14.30758152,18,7.850685329,No,[],['Oven'],2382
normal,male,vegan,less frequently,wood,private,electric,often,269,frequently,4447,extra large,4,14.90082983,43,22.90052208,Sometimes,['Plastic'],['Microwave'],2649
normal,male,pescatarian,more frequently,wood,private,diesel,often,113,rarely,4303,small,7,3.475698377,23,13.00761737,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2706
overweight,male,vegan,daily,electricity,private,lpg,sometimes,270,very frequently,3176,medium,5,4.86794023,16,7.523652084,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3045
underweight,male,pescatarian,more frequently,wood,private,diesel,never,72,rarely,7255,small,2,19.48206946,50,23.25730502,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3134
obese,male,vegan,less frequently,wood,walk/bicycle,,sometimes,101,very frequently,62,extra large,7,17.43820832,19,0.30653394,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3619
underweight,male,omnivore,less frequently,wood,private,petrol,sometimes,196,very frequently,6254,small,6,12.93554993,45,12.3585961,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],5013
overweight,female,vegan,twice a day,coal,walk/bicycle,,never,277,very frequently,93,medium,3,9.51002945,17,12.83241305,Yes,"['Paper', 'Glass']",[],2443
normal,female,omnivore,twice a day,wood,walk/bicycle,,never,91,never,86,small,3,1.486539398,8,9.183337794,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",488
overweight,male,pescatarian,twice a day,wood,public,,never,97,rarely,357,extra large,7,16.01687824,39,9.122255385,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2409
overweight,male,vegan,less frequently,wood,private,petrol,often,244,very frequently,8725,large,7,23.68519047,46,15.52578539,Sometimes,"['Plastic', 'Metal']",['Stove'],7159
overweight,male,vegetarian,daily,natural gas,public,,never,108,very frequently,1753,medium,5,23.30462238,16,21.59976943,Yes,['Paper'],"['Stove', 'Oven']",2670
overweight,female,omnivore,daily,wood,walk/bicycle,,never,106,very frequently,45,large,1,1.03085538,44,6.136615512,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2321
underweight,male,vegan,twice a day,coal,public,,never,103,rarely,292,small,5,4.356013035,25,1.116086989,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1574
overweight,female,vegetarian,less frequently,coal,public,,sometimes,220,very frequently,1739,medium,6,12.9554836,0,7.554606846,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2471
obese,male,omnivore,less frequently,electricity,walk/bicycle,,never,287,frequently,2,small,6,13.79875585,27,17.79539516,No,['Paper'],"['Stove', 'Microwave']",2541
overweight,female,omnivore,daily,wood,walk/bicycle,,sometimes,123,very frequently,38,medium,3,0.385849153,21,8.086750772,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2298
overweight,male,pescatarian,less frequently,electricity,public,,never,259,rarely,970,large,1,11.57464521,31,9.321045499,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1445
overweight,male,vegan,twice a day,natural gas,private,lpg,sometimes,172,never,8616,extra large,7,1.929054584,2,5.844661848,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],4240
underweight,male,pescatarian,twice a day,coal,public,,never,227,very frequently,635,small,3,21.77082832,42,6.597215064,Yes,"['Paper', 'Metal']",['Stove'],2650
normal,female,omnivore,twice a day,coal,private,electric,sometimes,161,never,2914,medium,1,11.85911156,13,16.97432439,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1033
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,,never,146,rarely,92,small,3,20.82570893,26,19.83665762,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",990
normal,female,vegan,twice a day,electricity,walk/bicycle,,often,151,never,67,large,6,20.68885237,6,21.91821194,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",937
overweight,female,pescatarian,daily,electricity,private,diesel,sometimes,244,frequently,6972,medium,5,15.68233205,23,22.49388471,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3483
obese,female,pescatarian,twice a day,natural gas,private,petrol,never,193,very frequently,9812,large,3,3.785264882,31,16.17645116,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",6515
normal,male,omnivore,less frequently,wood,public,,sometimes,255,very frequently,1057,small,7,22.23214348,27,1.94524829,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2929
normal,male,pescatarian,daily,wood,private,lpg,often,125,rarely,3295,large,1,13.01220669,34,19.56284194,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2377
underweight,female,omnivore,more frequently,coal,walk/bicycle,,sometimes,52,frequently,97,small,1,12.30280161,9,17.61415228,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1252
normal,female,omnivore,twice a day,wood,private,electric,never,252,rarely,9705,extra large,6,9.936574221,8,18.90403221,No,[],"['Grill', 'Airfryer']",1874
underweight,female,vegan,less frequently,natural gas,private,diesel,sometimes,69,rarely,3105,small,6,22.69617696,38,6.499974382,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1579
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,139,never,6,extra large,1,1.547094609,2,1.027165336,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",974
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,242,very frequently,34,small,2,12.48249053,42,8.760029964,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",2607
underweight,male,pescatarian,twice a day,natural gas,public,,often,224,frequently,1328,large,2,23.25903218,28,1.009518965,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2054
normal,male,omnivore,less frequently,coal,public,,often,242,never,779,small,7,2.824232009,16,20.42217506,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1662
overweight,female,vegan,daily,natural gas,public,,never,193,rarely,913,extra large,4,12.9710314,29,15.35876295,Yes,['Paper'],['Microwave'],1463
overweight,female,pescatarian,more frequently,wood,private,electric,never,79,rarely,5464,small,1,5.580121077,45,12.9522528,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1143
underweight,male,pescatarian,daily,wood,private,diesel,never,222,never,3912,medium,6,13.49183858,41,14.03196146,Sometimes,[],"['Grill', 'Airfryer']",2790
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,271,rarely,89,extra large,7,6.753043505,46,6.036141294,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2629
overweight,female,omnivore,daily,wood,private,hybrid,never,193,frequently,4359,medium,5,20.32551858,9,12.53627141,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2338
