body_type,sex,diet,shower_freq,heat_energy_source,transport,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CE
1,0,1,2,2,1,2,107,2,1493,0,6,7.434601219,45,18.06136105,1,15,12,7.877017895622398
2,1,0,1,0,2,0,154,0,17,2,5,14.73159832,40,23.52099262,2,13,1,7.814803429489359
2,0,3,0,3,1,1,95,2,1574,3,1,15.07242285,19,19.22752964,2,14,14,7.105786129481271
2,1,0,0,1,0,1,278,2,1427,3,4,14.70172464,2,13.49160038,1,4,12,7.319202458767849
0,0,3,1,0,1,2,145,0,772,1,5,19.50979682,22,7.815277914,1,3,0,7.607381425639791
1,0,0,0,0,2,0,109,0,24,3,4,17.80913933,2,22.21967184,0,2,10,7.400009517162692
3,0,3,1,0,2,2,201,0,16,0,3,0.925524059,39,23.32034143,1,1,0,7.4770384723196965
1,0,0,2,2,0,2,159,2,4669,2,7,16.09136429,50,23.98460762,1,11,12,8.15162164696975
1,0,0,3,1,2,1,294,3,44,2,7,7.451200294,14,11.40208427,1,13,7,8.018954683155718
0,0,1,3,3,0,2,94,1,2131,2,7,18.31043386,45,19.95814207,2,4,0,7.4770384723196965
0,1,1,3,3,2,1,65,0,71,0,4,14.06886642,0,7.487459417,2,5,11,7.445417556701687
1,0,3,2,0,0,2,178,2,4816,3,2,12.55988332,15,17.52629199,1,10,0,7.786551806428712
1,0,2,3,3,0,2,175,0,5555,0,5,2.355058583,35,7.553789981,0,1,5,8.205218426395412
1,1,3,0,1,0,0,162,2,9107,1,3,7.057066905,10,7.817797964,1,13,5,8.574140471857987
1,1,3,3,0,1,2,145,0,1707,0,3,10.20582817,26,23.76047,2,3,2,7.899524472032198
2,1,2,3,1,0,2,204,3,10,0,6,9.32129868,17,20.95165566,1,4,12,7.991253929840199
2,0,3,3,0,2,1,228,2,75,0,2,20.24845416,29,15.27239206,1,0,15,7.277247726631484
2,0,1,2,1,0,0,251,3,4123,1,1,2.493889876,19,4.468095816,0,7,5,8.13593277200489
0,0,3,1,2,0,0,168,1,5619,0,4,11.57890773,32,1.097756043,0,13,15,7.827240901752812
3,1,1,0,1,1,1,92,1,1857,0,3,20.82216402,9,0.675185248,2,6,6,7.033506484287697
2,1,2,3,3,2,1,65,0,96,3,2,23.68251781,10,6.029980363,0,3,13,7.444833273892193
3,1,3,0,2,1,0,270,3,663,1,4,13.44299935,11,22.63751036,2,8,7,7.655864017616056
1,0,0,2,3,2,0,134,2,95,0,5,3.086584886,12,18.41662265,2,4,3,7.421775793644647
0,0,0,3,1,0,0,274,0,5198,3,3,23.07792329,33,9.601691341,0,9,1,7.889459149404524
0,0,0,3,2,1,1,117,1,37,2,3,0.181704434,1,4.676935626,2,6,10,6.902742737158593
0,1,3,0,0,2,0,116,0,84,0,1,4.717529787,2,8.615737498,0,1,12,7.2813856635702825
3,1,1,1,2,2,0,93,0,11,1,2,21.33105728,7,12.37321602,0,7,0,7.389563953677635
0,1,0,0,3,2,1,242,1,83,0,4,11.46411344,21,22.29946573,0,10,4,7.5310163320779155
1,1,2,0,3,0,0,145,3,7848,3,5,20.29292556,21,18.12418166,0,15,2,8.661985936317778
3,1,3,3,1,1,0,137,0,1079,3,5,18.91467992,16,16.63699295,1,5,8,7.226209010100671
3,0,0,0,2,1,1,200,1,1768,2,2,0.684718976,1,0.154465879,2,2,6,6.771935555839602
0,1,1,0,2,1,1,185,1,1583,3,3,13.91967739,8,2.088305587,1,5,0,6.982862751468942
1,1,0,2,1,2,0,223,2,44,2,4,1.632330364,32,0.211860831,2,12,6,7.45182223652793
0,0,1,3,3,0,2,104,1,7864,1,5,1.568589972,48,11.24525265,2,11,2,8.214465160759186
2,1,3,3,2,2,2,291,1,8,0,4,12.47316324,49,17.3094845,0,10,6,7.598399329323964
3,0,1,1,1,2,1,245,3,94,2,6,19.68842934,43,23.31836939,1,0,10,7.646353722445999
2,1,2,3,0,0,0,249,0,5836,3,3,5.842526666,45,16.07690246,2,1,2,8.097426298597213
0,1,0,3,2,1,1,285,3,789,1,2,7.183752957,0,10.89627292,1,3,12,7.8655717576847906
0,1,2,1,0,2,0,138,3,7,0,3,0.494960329,49,1.521693248,0,5,14,8.000014093678072
2,1,2,0,3,2,2,292,1,19,1,1,7.429693751,48,8.55147987,2,4,12,7.325148957955575
2,1,0,2,1,0,1,56,2,9332,1,3,5.426936488,38,13.89193023,2,13,12,8.478660241699453
3,1,0,2,1,1,1,203,2,199,2,5,3.007489887,9,4.14707036,1,10,15,7.088408778675395
2,1,1,3,1,2,0,58,2,24,1,6,7.979044387,44,5.927551361,2,0,7,7.384610383176974
2,0,0,2,1,2,2,63,1,53,1,3,8.109758005,1,2.463488814,2,5,11,6.295266001439646
2,0,2,2,1,0,2,246,1,6657,0,1,1.975469348,14,18.91377566,2,5,14,7.355641102974253
1,1,3,0,1,0,0,149,0,4783,3,7,16.22144891,23,19.50144278,1,12,0,8.114922974204593
0,0,1,0,1,2,1,78,2,4,1,1,16.19683156,32,2.545435697,0,14,7,7.152268856032539
3,1,1,0,3,0,0,103,3,9993,2,4,17.7467656,19,3.08315699,0,14,12,8.657998068007258
0,1,0,0,1,2,2,69,3,25,1,1,9.942264502,47,0.189743926,0,3,7,7.843064016692054
1,1,0,0,3,0,2,128,3,2901,2,6,7.361370889,19,7.837277503,1,0,1,8.409162447202533
3,1,1,0,0,2,0,204,3,44,3,2,9.138446887,41,8.364431514,0,10,1,7.921898411023797
0,0,3,0,1,1,0,208,1,1584,0,6,19.25118972,0,14.3079271,1,3,10,6.915723448631314
1,0,1,0,1,0,1,75,2,3636,1,1,11.74276035,24,22.17463214,2,15,6,7.083387847625295
1,0,2,0,2,0,2,252,0,9727,2,2,21.50460958,11,15.19521564,0,8,12,7.328437352895162
1,0,1,2,0,0,0,192,2,1485,2,2,14.98882053,31,9.701086709,0,8,5,7.672292455628756
0,0,2,3,2,2,2,149,1,51,1,6,14.50659127,12,2.865604703,2,15,11,7.15305163493748
3,0,1,2,1,1,2,154,0,612,1,7,22.52234475,41,17.85293373,2,11,6,7.59488438721652
3,1,2,3,3,1,0,60,1,901,1,5,1.178494895,33,18.71797741,1,15,10,7.4067107301776405
1,1,0,3,1,1,2,245,1,1371,2,6,4.553296716,22,18.71438537,2,6,7,7.472500744737558
3,1,0,3,3,0,1,161,1,759,0,4,5.783579527,17,3.136598943,1,3,5,7.489970898834801
2,1,1,0,0,0,2,275,1,625,3,5,0.901410602,15,22.78316146,2,2,9,7.239214973779806
0,0,3,0,1,1,2,175,1,1691,2,6,13.90017118,48,17.47783431,2,2,14,7.1785454837637
2,1,0,0,2,2,2,180,2,80,1,5,11.2533657,38,2.4513059,0,2,10,7.635786861395585
1,0,1,1,3,0,2,146,0,1846,1,2,17.10524233,36,13.63652093,2,8,14,7.690743163541872
1,0,2,2,1,1,0,153,0,410,1,2,19.56306334,47,18.22869568,2,3,7,7.477604243197589
2,0,3,2,1,2,0,132,2,15,3,7,1.462875255,48,5.617747981,1,5,13,7.15305163493748
2,1,2,2,1,2,2,235,2,92,0,3,11.85242001,37,8.881138194,2,0,12,7.2196420401307355
2,1,2,1,0,2,1,285,0,78,0,3,3.481444122,18,12.2076105,0,5,3,7.830425617820331
2,0,0,0,0,0,2,108,0,6109,2,6,12.61583371,44,19.26592979,1,14,6,8.458928283284262
1,0,1,1,2,1,1,149,2,99,0,3,13.42559284,22,17.72201464,1,1,11,7.316548177182976
2,1,2,0,0,0,1,66,1,670,0,2,8.459564833,32,7.223293414,1,7,3,7.613818684808629
2,1,1,2,0,2,0,234,2,81,1,2,20.54976635,7,6.291819043,2,11,9,7.409741954080923
0,0,3,2,0,0,2,82,3,5916,0,6,7.271247838,48,11.82574275,1,10,11,8.383433201236713
3,1,1,0,3,0,2,174,2,3091,3,3,22.83406966,34,13.19062644,0,8,1,7.684783943522785
3,0,3,2,1,1,1,271,2,1158,1,1,16.1576763,28,16.1758618,1,14,15,7.098375638590786
2,1,3,0,3,0,2,245,3,6488,3,6,3.773594601,40,3.449939868,2,9,4,8.488587934405903
2,1,1,3,2,2,0,231,0,88,3,5,0.745185587,16,8.857963768,1,1,13,7.451241684987676
2,1,0,1,2,2,0,65,0,92,1,5,8.604941622,30,18.68782541,0,5,2,7.744569809354496
2,1,3,2,2,2,2,222,1,78,0,7,17.9867483,9,9.156564909,1,5,9,7.597396320212795
2,0,2,0,3,1,1,133,1,1182,0,1,22.28959868,29,12.24181416,1,14,15,7.176254532017144
2,0,2,3,2,0,1,219,3,7385,2,6,6.614490056,38,20.49925155,0,1,2,8.265392930852224
3,1,1,0,0,2,2,166,2,28,0,7,7.085523673,5,10.48027343,0,12,13,7.620705086838262
2,0,1,1,2,2,2,85,0,15,0,5,4.048139787,18,9.423085969,2,0,10,7.473069088032197
1,1,0,3,0,1,2,236,1,1131,0,7,0.460759431,47,4.055451777,1,4,10,8.086410275323782
0,0,0,1,3,0,0,122,3,2003,1,2,16.60313861,32,18.78671873,1,11,15,7.837159650001675
2,1,0,0,1,1,0,196,3,179,3,7,15.62828507,6,9.085169554,2,12,11,7.695757990554761
0,0,2,3,3,2,2,174,3,11,0,4,15.75908204,12,7.181498348,0,3,11,7.755767170102998
0,1,1,0,1,2,2,141,1,13,0,6,2.082922877,34,22.48547764,1,7,2,7.560601162768557
2,1,0,3,2,1,1,260,2,1145,3,3,10.7053551,0,19.27170886,0,3,1,7.387090235656757
1,0,0,0,0,1,0,191,2,776,3,1,6.463300901,17,0.133086616,0,15,11,7.444248649496705
0,1,1,3,1,1,0,185,1,462,0,1,7.41952875,2,19.87966557,0,10,14,6.415096959171596
2,0,3,0,2,2,2,235,0,97,3,5,21.96144236,0,0.680482727,1,3,12,7.221105098182496
3,1,3,0,1,0,2,252,1,9395,2,3,14.05249635,0,14.45405162,0,1,9,7.96102146588337
1,0,0,2,3,1,2,114,1,1688,3,7,13.92725352,4,17.06161053,0,10,3,7.201170883281678
3,1,2,2,1,0,1,94,2,2631,2,3,19.64133511,39,12.19236644,1,2,8,7.54274354536855
3,1,0,2,3,0,0,62,3,242,3,2,4.006395979,46,16.57621861,2,1,1,7.8407064517494
0,0,1,1,0,0,0,159,1,1480,3,1,6.882127478,26,23.05915779,1,13,14,7.305188215393037
3,1,1,3,0,0,2,95,1,1695,1,2,3.161619445,27,5.956984821,1,2,6,7.066466970136958
3,1,0,0,2,1,2,148,1,1399,2,5,8.597732775,50,1.690130078,1,4,10,7.405495663199472
1,0,2,2,0,1,2,60,0,1996,0,3,23.96909138,12,18.74968736,1,10,1,7.642524134232902
1,1,3,2,1,1,1,168,2,1034,3,5,1.854180923,4,21.09654474,0,14,14,7.323830566202317
3,0,1,3,2,0,1,206,0,3318,2,6,11.78316604,7,21.59732032,1,13,0,7.836369760545124
1,0,3,2,1,2,0,108,0,17,2,3,21.24964894,9,4.429509729,2,12,4,7.271703706887368
3,0,3,2,0,0,1,294,1,6631,2,5,15.78445316,42,4.452583204,1,14,14,7.462214939768189
0,1,1,0,3,0,2,57,0,257,0,6,18.05677571,48,6.868483196,1,12,5,7.9102237070973445
1,0,1,2,2,1,2,112,1,1451,3,6,20.76919134,43,7.695105401,2,14,2,7.48324441607385
2,0,3,0,1,2,2,206,0,73,1,2,18.81295655,33,20.33295995,2,2,1,7.443663683115591
0,1,3,0,2,2,1,201,2,97,0,5,17.18256443,22,18.6657422,1,8,2,7.47477218239787
1,0,2,0,3,2,2,221,1,97,1,5,20.6222171,26,13.60961569,2,1,4,7.210079628170788
1,0,1,1,2,0,2,281,0,1978,0,6,22.46817994,31,8.28231758,1,3,12,8.188966863648876
1,1,0,3,2,0,2,164,3,3329,3,4,8.867680758,27,23.40897996,0,5,0,8.235890725928495
0,0,3,0,2,2,0,107,2,33,3,6,20.39326263,2,17.2722478,0,15,6,6.928537818164665
3,0,0,3,0,0,2,275,0,9398,1,6,16.87356839,32,2.343774658,2,14,3,8.367764677924308
3,0,2,1,3,0,0,141,1,227,3,5,21.37527499,21,3.544163986,1,13,7,6.899723107284872
0,0,3,3,0,2,0,214,0,73,1,6,0.050298595,22,20.85965708,2,6,1,7.615791072035833
1,1,0,1,0,1,0,113,0,952,3,1,11.29687259,42,12.86288582,1,10,11,7.783640596221253
1,0,3,1,3,0,1,293,0,2639,0,5,4.733015159,8,15.14953853,2,14,8,8.03268487596762
2,0,1,0,3,2,1,122,2,63,2,2,3.284541668,13,23.72075183,0,7,0,7.152268856032539
1,0,2,2,3,0,0,170,0,5928,1,3,5.433085152,27,3.415470062,1,8,0,7.5443321080536885
1,1,1,1,1,1,1,240,0,1045,0,3,12.62148355,28,15.91787547,0,10,0,7.824845691026856
1,1,1,2,2,0,1,180,1,1868,0,5,7.69381099,25,23.77568489,1,15,11,8.09925056179696
1,1,2,1,3,2,1,106,0,76,1,7,2.123255036,40,0.405675238,0,15,12,8.126813720726114
0,0,3,1,3,1,2,217,2,1012,2,7,17.78386472,50,10.5472411,2,12,15,7.484930283289661
1,0,3,2,2,1,2,216,2,46,0,6,17.43930833,29,22.8265784,0,3,6,7.706162970199576
3,1,1,0,2,2,2,257,1,31,2,6,2.793404704,29,8.923166378,0,4,1,7.38770923908104
3,1,1,1,2,1,2,135,2,107,3,6,21.39480951,41,14.66513517,1,10,4,7.3427791893318455
1,0,3,0,3,0,1,168,2,8046,1,3,18.26202724,2,0.196719933,1,2,10,7.755338812846501
0,1,2,0,3,2,0,206,2,74,1,3,8.363892742,16,23.85049368,2,7,11,7.149131598557407
1,0,2,0,0,1,0,153,2,1949,3,2,23.08006718,41,5.57479731,2,13,8,7.530479995245536
3,0,3,0,0,0,1,124,3,2549,1,7,16.42707186,44,2.309521574,2,12,8,7.988203597022576
0,0,1,3,1,2,0,299,3,66,3,1,22.59086109,39,18.97443459,0,3,6,7.634820677745543
0,1,2,1,0,2,1,212,1,11,1,3,4.143758737,18,6.411034468,1,1,2,7.1592919047975645
2,0,2,3,1,1,2,192,0,1219,0,1,17.26793878,17,9.01806387,2,3,0,7.315218389752975
1,0,0,1,1,0,0,164,2,7816,0,4,8.839571792,10,8.663452957,2,0,0,8.027150106832774
2,1,2,0,1,2,0,211,0,72,3,6,18.60788704,47,3.394078676,1,1,14,7.569927655242652
0,0,2,1,1,1,2,251,2,236,3,7,21.91099263,4,2.47993247,0,5,3,6.692083742506628
0,1,1,3,0,0,1,242,2,5478,2,1,7.985145765,10,8.266884948,1,4,4,7.930565854233965
0,0,0,0,3,0,2,194,1,1795,0,5,18.71486144,37,2.257497207,2,9,4,7.716015266642587
3,0,1,3,1,2,0,58,0,12,3,4,4.354392761,19,19.21986914,0,4,4,7.060476365999801
3,1,2,0,0,2,2,152,2,28,3,3,4.157987715,39,8.168469209,0,0,14,7.177782416195197
3,0,1,1,3,2,2,161,1,70,1,5,7.502287198,49,9.528002156,0,12,6,7.338888133838879
3,0,0,0,3,1,2,107,0,1934,3,7,7.245125527,29,11.00442409,0,0,10,7.399398083331354
3,0,1,0,1,2,2,151,2,7,0,4,22.04047866,7,18.28962145,2,10,13,6.891625897052253
0,1,3,1,2,1,1,244,0,806,1,2,15.51694454,8,14.97702319,1,5,11,7.443078374348516
0,0,1,2,1,2,0,54,2,93,0,2,23.54827991,22,7.638133547,0,9,0,6.811244378601294
3,0,2,0,0,1,2,181,2,1432,3,5,20.02715675,19,0.858806729,1,11,9,7.113142108707088
0,0,2,2,1,0,2,259,2,5018,1,6,16.38344672,16,18.04577185,0,13,11,7.750614732770409
2,1,3,3,2,1,2,270,1,1425,1,4,19.98599163,26,20.08005941,1,2,12,7.422971251049421
2,1,1,1,0,2,1,131,2,87,0,1,10.49400184,14,7.634002985,0,0,6,7.267525427828172
1,0,1,3,2,1,0,160,1,1227,0,5,17.81135898,6,23.76976629,0,14,3,7.480992162869525
3,1,0,0,1,2,2,139,0,79,0,3,23.97556445,14,11.40917961,1,3,12,7.480992162869525
1,0,3,2,2,2,2,73,1,93,1,6,16.60800431,3,0.924244708,1,2,1,7.111512116496157
1,0,2,3,3,2,2,161,1,37,3,5,1.775494568,41,9.69922508,0,2,9,7.197435354096591
2,0,0,0,2,0,2,133,1,8908,1,2,12.78231216,10,3.409759316,2,7,8,7.793586803371584
1,0,3,0,1,2,2,241,1,24,3,5,11.40742292,43,12.90211984,0,7,8,7.311218384419629
3,0,1,0,1,2,2,138,0,14,3,6,10.59128392,20,7.757570205,0,6,4,7.27655640271871
0,1,0,0,3,1,0,279,0,207,2,2,10.87470816,40,15.81482556,0,0,6,7.627544390488503
1,0,1,1,0,2,0,272,1,85,1,2,6.767401089,36,8.897514076,1,8,11,7.239214973779806
2,1,3,3,1,0,2,150,1,8805,1,7,7.477305407,24,7.55782926,2,6,11,7.354362330421477
1,1,0,1,0,2,1,78,1,97,2,3,3.579241891,5,13.04371131,0,5,11,7.266827347520591
2,1,1,0,2,2,0,106,1,19,3,2,13.72575001,12,14.46877123,0,2,4,6.710523109452428
1,1,3,3,3,0,0,192,0,1485,0,7,20.67164023,50,17.09314735,2,10,9,8.315321775377567
0,1,0,1,0,2,1,89,3,24,3,1,9.468530539,7,3.363352074,0,14,3,7.806696372521179
1,1,2,2,1,2,2,284,1,10,0,2,5.835569176,41,23.0181402,1,10,14,7.349873704738337
1,1,3,0,3,1,2,272,1,486,1,4,22.88390234,37,12.09366542,0,15,3,7.706612913964197
0,1,2,0,1,1,2,294,0,582,1,1,4.123248357,37,19.49436842,1,15,4,7.601402334583733
1,0,2,0,2,2,1,126,2,81,2,7,23.29445729,16,17.30983749,0,13,11,7.469083884921234
1,0,2,1,3,1,0,185,3,79,0,6,2.255976274,34,20.59286432,2,1,0,8.080546965824498
3,1,2,3,2,1,1,70,1,1618,1,5,18.52261789,37,19.42500058,1,10,8,7.460490305825338
3,0,2,3,2,1,2,73,0,1933,1,1,16.52875242,35,16.41609538,0,9,8,7.3277805384216315
1,0,0,1,2,0,1,147,0,8463,2,5,15.78060155,23,0.147687358,0,15,14,8.480114183174816
2,1,0,3,1,2,2,150,1,31,3,1,9.993121327,7,12.86776861,1,0,12,6.2166061010848646
0,1,2,2,2,2,0,109,0,69,0,1,5.069629928,50,13.79905539,0,12,8,7.643482907077201
1,0,0,2,1,1,2,177,3,1764,2,1,6.474421004,29,18.89982736,2,5,11,7.845416036592485
1,0,3,1,2,0,1,278,2,7150,3,2,6.465280227,46,4.995512585,2,1,11,8.363109176033522
2,1,2,2,3,2,2,91,3,49,2,6,18.52906353,21,8.381674817,2,12,15,7.879669914604289
3,0,3,0,0,0,2,205,0,3121,2,4,2.363877558,10,4.255052375,1,11,0,7.717796211013582
2,1,2,2,1,0,2,166,2,8476,0,1,10.25158395,10,15.70967551,2,8,5,8.114623886420098
0,1,2,0,2,2,0,147,3,73,2,3,18.44438961,21,23.27736616,1,15,14,7.805474625270857
3,1,2,3,2,0,0,238,0,7850,0,7,12.31847464,12,17.8429426,2,15,10,7.75190533307861
2,0,1,2,1,2,1,158,1,70,1,4,15.11135308,5,12.0083726,1,1,8,6.71174039505618
1,1,0,2,2,2,2,123,1,4,1,2,0.384228036,3,17.75354889,1,5,14,7.037027614686276
1,1,1,1,2,2,2,209,3,3,3,1,20.5015792,8,15.60394291,1,6,12,7.917900586327916
0,0,1,0,2,2,1,247,3,9,2,5,3.88168123,47,3.834661181,0,11,14,7.944846711001996
3,0,1,0,1,0,0,284,3,8944,1,1,3.345555278,40,15.87131486,1,14,6,8.137980454452139
0,1,1,2,0,2,0,235,1,79,2,5,5.048853604,47,13.52036394,0,9,13,7.4815557019095165
1,1,0,2,3,2,0,124,1,21,0,3,22.69671007,14,4.6154005,2,1,6,7.059617628291383
2,0,3,0,3,1,2,226,2,413,2,3,20.51739027,48,17.13664389,2,10,9,7.368970402194793
0,1,0,3,0,1,1,274,2,789,2,6,9.657567437,41,11.9140115,2,3,8,7.724446645633537
2,0,3,2,0,1,1,225,0,1963,3,4,0.380088745,37,3.850659014,0,12,5,7.717351272185329
3,0,1,1,3,1,0,238,1,145,1,2,1.193430126,4,11.55332268,2,1,14,6.333279628139691
1,1,1,1,2,0,2,221,2,6986,1,7,8.949742483,21,2.926295709,2,1,9,8.339739766019143
1,0,0,1,0,0,2,191,2,1737,3,4,5.756037554,12,2.486975013,2,15,12,7.659642954564682
2,0,1,3,0,1,1,260,3,619,3,4,12.22389009,17,1.241055962,1,8,15,7.823645930834952
1,0,3,3,1,2,1,181,1,33,1,2,3.039658256,45,0.019936571,1,5,9,7.271703706887368
1,0,3,0,2,2,1,59,0,7,2,3,13.63807648,16,9.831715133,0,6,13,7.515344571180436
1,0,0,1,0,0,2,164,2,523,3,1,2.392666576,1,8.634893654,1,14,9,7.307202314764738
0,0,2,1,2,0,0,236,1,3384,3,3,12.84150145,43,7.310475487,2,6,7,7.695757990554761
1,0,2,3,2,0,1,67,0,9215,2,3,7.232105057,34,18.87748735,2,11,15,8.405367376233981
1,1,1,3,0,0,1,66,0,6243,3,6,8.047978318,23,7.957512559,2,14,9,7.8582541821860294
1,0,1,1,2,1,1,134,1,263,3,3,13.85160976,26,5.005002308,2,10,4,7.2682230211595655
2,0,3,0,2,2,0,145,2,24,2,7,18.92802724,45,12.09381677,1,0,8,7.413970290190444
1,0,0,3,0,2,2,227,0,60,1,6,2.411209487,22,3.199163236,0,2,3,7.889459149404524
2,1,3,2,2,0,2,231,3,1008,0,2,14.32028778,38,20.81631048,0,6,4,8.072779333169498
0,1,0,3,0,1,1,168,2,1208,0,6,4.572484285,0,8.128590825,1,11,3,7.726212650507529
0,0,2,0,3,1,1,145,0,1840,3,4,23.77750603,37,10.30564983,2,9,5,7.461640392208575
2,1,3,2,2,1,1,53,2,1083,3,6,13.33027663,15,12.42137533,0,14,4,7.518064181233078
0,1,2,2,3,2,2,58,2,34,3,2,21.11488793,29,8.805201442,1,7,3,7.143617602704121
3,1,1,0,3,2,0,287,0,66,1,7,21.0579101,8,15.49553745,0,12,15,7.587310506022615
2,1,1,0,0,1,1,277,2,1753,2,4,22.76960028,47,2.160054853,0,4,2,7.814803429489359
3,0,1,0,2,0,1,207,1,5441,3,3,9.560482288,8,11.10448735,1,9,13,6.652863029353347
0,0,0,1,1,0,0,276,0,5263,2,3,12.70738823,23,21.66594894,1,6,14,7.739359202689098
0,0,1,2,2,2,0,207,3,2,1,6,21.74010932,7,23.71628254,0,4,7,7.758760544157663
3,0,1,2,0,2,0,261,2,9,0,6,2.00851045,20,6.312084495,2,7,7,7.527793987721444
0,1,1,1,1,0,0,171,0,975,2,3,16.87464359,14,19.90639994,0,4,3,7.302496423727326
0,0,3,1,3,1,0,279,3,720,0,5,9.961477502,15,15.50699296,2,3,10,7.76004068088038
3,0,2,3,0,1,1,179,3,1215,3,1,20.39576562,24,15.94536028,1,2,13,7.689828668736484
2,1,1,2,3,1,1,124,3,1612,0,4,22.9939878,30,6.082017674,2,14,0,8.20685642839965
3,0,0,2,3,1,2,286,3,1499,0,6,1.431286353,49,15.98839871,1,5,7,8.101071503119543
3,0,1,0,1,1,0,271,3,1713,2,6,13.21965976,24,18.88085373,0,12,14,7.681099001536359
2,1,3,1,1,2,1,71,1,59,0,5,3.753081145,46,5.838524776,2,0,11,7.347943823148687
1,1,0,3,3,0,1,129,1,3433,2,1,17.99782615,9,22.24630131,2,1,2,7.607381425639791
1,0,2,0,0,2,2,114,3,59,2,7,3.675281294,47,20.88134952,0,3,10,8.074960359115858
3,1,0,0,0,1,0,72,2,350,1,7,11.37121187,36,19.70308517,2,4,2,7.60339933974067
0,0,1,0,2,2,2,188,1,87,3,6,2.132112667,26,18.01428554,1,1,6,6.855408798609928
3,1,1,2,0,1,2,227,1,1655,3,6,21.05664968,9,4.7792891,0,14,15,7.393263094763838
0,1,3,0,2,1,1,284,0,1486,1,3,23.63522203,44,11.60512311,2,13,11,7.806696372521179
0,1,3,1,1,1,2,194,1,458,0,6,20.94289029,11,21.60490936,1,10,15,7.2991214627108
3,0,0,3,1,2,1,214,3,42,1,7,13.02701212,39,16.2767572,0,9,8,7.878534196140362
3,0,2,3,0,0,0,248,0,8338,0,4,16.60296788,32,11.64709969,1,15,7,8.237479288613633
3,1,2,0,0,1,0,64,1,688,2,3,11.37022476,27,13.70460377,2,7,10,7.172424577124845
1,0,2,0,2,0,1,263,2,3847,0,1,4.662676349,17,2.117637437,1,13,8,7.830425617820331
1,0,3,0,0,2,1,254,3,94,0,2,6.568995453,11,12.18033236,2,11,12,7.952263308657046
2,1,0,2,0,1,1,150,3,1376,0,5,4.844695033,0,4.632030978,2,15,14,8.245384468120747
1,0,0,0,3,1,0,245,1,1230,1,5,2.151200517,35,5.165371543,1,15,2,7.638198244285779
0,1,1,2,3,0,2,84,1,1960,2,1,2.529019133,11,16.25671494,0,1,11,7.1592919047975645
2,0,3,3,1,1,2,108,0,1486,3,6,10.35528774,50,7.578668757,1,1,11,7.506042178518122
0,1,0,1,0,2,0,134,1,9,2,5,11.48795734,25,2.210914264,1,15,7,7.427144133408616
0,0,3,1,1,2,1,53,1,1,1,7,23.56930301,0,0.576335483,0,8,4,6.846943139585379
3,0,3,1,1,1,2,79,0,173,0,5,19.90028384,32,12.8290729,2,2,4,7.373374309910049
3,0,2,3,1,2,2,180,3,96,3,5,21.83878748,23,11.08043116,1,6,9,7.521859252201629
0,1,3,1,3,1,1,116,2,957,0,4,16.09401722,17,3.591557719,0,7,6,7.542213463193403
3,1,2,1,0,1,1,179,1,1066,2,3,16.81564886,18,0.641382241,2,13,6,7.307202314764738
2,0,3,3,1,0,1,102,2,3890,0,1,8.31459387,21,12.45274257,2,15,11,7.672292455628756
1,0,2,3,1,0,0,143,2,2453,0,7,4.084154664,9,11.00037217,2,12,8,7.72356247227797
3,0,1,2,1,2,1,209,0,92,0,4,17.22380173,47,12.27453581,0,13,11,7.60688453121963
3,0,2,3,3,0,2,61,1,6956,3,1,13.49735433,15,12.49597375,1,11,9,7.905810312658931
3,1,1,3,2,2,2,290,3,19,3,7,18.10769453,3,18.3884989,2,5,6,7.748028524432376
0,0,2,3,1,1,1,72,3,987,2,7,10.27155151,30,0.053703625,1,11,13,7.781138509845015
1,1,0,3,2,1,0,299,2,1620,3,7,5.06276221,27,10.95625393,1,2,0,7.641084249174914
2,0,0,0,1,1,1,238,0,1085,0,7,21.12704329,4,0.115044962,2,12,14,7.703459047867175
2,0,2,3,1,2,0,173,3,83,3,2,22.03810313,50,17.94920967,2,7,11,7.765569081097317
1,1,3,3,1,2,2,57,3,77,0,7,1.450797718,40,2.39534632,2,4,5,8.169336395928386
3,0,0,2,1,0,2,211,2,3730,1,1,14.51836114,45,6.251755573,0,9,3,7.783640596221253
0,0,1,0,3,1,1,219,1,1193,0,5,22.08910209,31,6.264058948,0,5,15,7.38770923908104
1,1,1,3,1,0,1,171,0,1707,0,4,8.66611338,44,11.98344639,2,8,11,7.862112211662748
0,1,3,3,1,1,0,239,1,936,0,3,20.71270186,16,0.680850722,1,11,5,7.13966033596492
0,0,2,0,0,1,2,108,3,405,3,4,22.31632166,14,1.589443044,2,11,3,7.647308832356238
1,1,3,2,3,2,1,193,1,85,0,2,5.333649306,1,12.67318925,2,8,3,7.106606137727303
1,1,1,2,1,2,0,62,0,70,2,6,1.467194211,14,5.692526993,2,15,9,7.682943169878292
2,1,3,1,1,2,0,143,2,83,3,6,5.623275305,18,16.81446529,2,8,7,6.626717749249025
2,1,0,2,0,0,2,235,3,2187,3,6,18.60022975,43,10.52670572,1,5,0,8.274611946209552
0,1,2,1,0,0,2,129,0,5473,2,4,14.83556215,10,10.33757776,0,1,9,8.270013062273787
2,0,1,0,1,1,2,185,2,238,1,4,3.007920219,12,12.60626011,1,10,11,7.081708586105575
